ts_code,trade_date,adj_factor
002263.SZ,20250922,4.525
002264.SZ,20250922,4.725
002265.SZ,20250922,1.003
002266.SZ,20250922,11.8239
002267.SZ,20250922,3.1991
002268.SZ,20250922,8.6098
002269.SZ,20250922,4.487
002270.SZ,20250922,2.6082
002271.SZ,20250922,42.9622
002272.SZ,20250922,3.4929
002273.SZ,20250922,15.3462
002274.SZ,20250922,3.8207
002275.SZ,20250922,2.1081
002276.SZ,20250922,3.8736
002277.SZ,20250922,6.378
002278.SZ,20250922,2.2507
002279.SZ,20250922,9.994
002281.SZ,20250922,3.3738
002282.SZ,20250922,2.3016
002283.SZ,20250922,4.6885
002284.SZ,20250922,6.6867
002285.SZ,20250922,14.703
002286.SZ,20250922,3.7161
002287.SZ,20250922,1.6944
002289.SZ,20250922,1.524
002290.SZ,20250922,2.657
002291.SZ,20250922,1.726
002292.SZ,20250922,7.912
002293.SZ,20250922,9.6442
002294.SZ,20250922,11.9395
002295.SZ,20250922,1.6041
002296.SZ,20250922,5.281
002297.SZ,20250922,3.015
002298.SZ,20250922,3.144
002299.SZ,20250922,2.6479
002300.SZ,20250922,7.9791
002301.SZ,20250922,4.9609
002302.SZ,20250922,4.4579
002303.SZ,20250922,12.5159
002304.SZ,20250922,5.0476
002305.SZ,20250922,3.356
002306.SZ,20250922,4.174
002307.SZ,20250922,4.2078
002309.SZ,20250922,3.772
002310.SZ,20250922,46.53
002311.SZ,20250922,7.2581
002312.SZ,20250922,19.1485
002313.SZ,20250922,2.686
002314.SZ,20250922,2.393
002315.SZ,20250922,3.9179
002316.SZ,20250922,3.336
002317.SZ,20250922,11.4299
002318.SZ,20250922,6.4953
002319.SZ,20250922,2.051
002320.SZ,20250922,14.1738
002321.SZ,20250922,2.137
002322.SZ,20250922,5.752
002323.SZ,20250922,7.759
002324.SZ,20250922,8.2991
002326.SZ,20250922,5.783
002327.SZ,20250922,14.1288
002328.SZ,20250922,3.227
002329.SZ,20250922,5.874
002330.SZ,20250922,2.0597
002331.SZ,20250922,5.4166
002332.SZ,20250922,2.8365
002333.SZ,20250922,3.7469
002334.SZ,20250922,12.1603
002335.SZ,20250922,5.932
002337.SZ,20250922,5.292
002338.SZ,20250922,3.2753
002339.SZ,20250922,5.5392
002340.SZ,20250922,24.734
002342.SZ,20250922,2.481
002343.SZ,20250922,3.201
002344.SZ,20250922,4.5703
002345.SZ,20250922,8.2148
002346.SZ,20250922,2.422
002347.SZ,20250922,3.9419
002348.SZ,20250922,6.867
002349.SZ,20250922,8.1792
002350.SZ,20250922,4.925
002351.SZ,20250922,7.5828
002352.SZ,20250922,3.7689
002353.SZ,20250922,8.6997
002354.SZ,20250922,2.874
002355.SZ,20250922,2.086
002356.SZ,20250922,5.513
002357.SZ,20250922,4.5185
002358.SZ,20250922,8.5837
002360.SZ,20250922,7.2015
002361.SZ,20250922,9.9599
002362.SZ,20250922,2.0
002363.SZ,20250922,2.8993
002364.SZ,20250922,6.7245
002365.SZ,20250922,3.4527
002366.SZ,20250922,2.332
002367.SZ,20250922,9.5198
002368.SZ,20250922,5.6107
002369.SZ,20250922,4.294
002370.SZ,20250922,3.53
002371.SZ,20250922,6.4574
002372.SZ,20250922,9.6674
002373.SZ,20250922,4.129
002374.SZ,20250922,6.631
002375.SZ,20250922,6.3278
002376.SZ,20250922,5.1435
002377.SZ,20250922,4.335
002378.SZ,20250922,2.8459
002379.SZ,20250922,8.017
002380.SZ,20250922,3.3568
002381.SZ,20250922,6.4328
002382.SZ,20250922,6.994
002383.SZ,20250922,4.798
002384.SZ,20250922,7.5827
002385.SZ,20250922,10.6567
002386.SZ,20250922,2.4575
002387.SZ,20250922,3.558
002388.SZ,20250922,3.859
002389.SZ,20250922,6.2554
002390.SZ,20250922,10.8819
002391.SZ,20250922,6.395
